Date&StateName,Date&StateAbbr,Date,StateName,StateAbbr,PositiveTestCumm,NegativeTestCumm,TestAdminCumm,DeathsCumm,NewPosTest,NewNegTest,NewTestAdmin,NewDeaths,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Pop2020,density_p sq mi,UnemplRate2019,UnemplRateFeb2020,UnemplRateMar2020,UnemplMarvs19,UnemplMarvsFeb,MedianAge,StayAtHome_EffDate,NonEssBizClosure_EffDate,SchoolClosure_EffDate,StayAtHome_DaysSinceEff,NonEssBizClosure_DaysSinceEff,SchoolClosure_DaysSinceEff, PositiveTestCummPCT_ofTestAdmin , NegativeTestCummPCT_ofTestAdmin , DeathsCummPCT_ofTestAdmin , StatesLessThan10Deaths , DeathsLessMore10 ,DateReached10Deaths,DaysSince10DeathsCumm
43908Nebraska,43908NE,3/18/2020,Nebraska,NE,24,206,230,0,3,0,3,0,-22,14,17,-8,-24,11,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-24,-24,-14, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/7/2020,-20
43909Nebraska,43909NE,3/19/2020,Nebraska,NE,27,240,267,0,3,34,37,0,-33,0,-15,-22,-28,15,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-23,-23,-13, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/7/2020,-19
43910Nebraska,43910NE,3/20/2020,Nebraska,NE,32,240,272,0,5,0,5,0,-33,4,-15,-18,-29,16,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-22,-22,-12, 0.12 , 0.88 , -   ,Include,Less than 10 deaths,4/7/2020,-18
43911Nebraska,43911NE,3/21/2020,Nebraska,NE,38,356,394,0,6,116,122,0,-38,0,15,-9,-14,11,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-21,-21,-11, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/7/2020,-17
43912Nebraska,43912NE,3/22/2020,Nebraska,NE,48,356,404,0,10,0,10,0,-40,-11,-4,-21,-22,9,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-20,-20,-10, 0.12 , 0.88 , -   ,Include,Less than 10 deaths,4/7/2020,-16
43913Nebraska,43913NE,3/23/2020,Nebraska,NE,50,356,406,0,2,0,2,0,-30,-4,29,-17,-31,13,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-19,-19,-9, 0.12 , 0.88 , -   ,Include,Less than 10 deaths,4/7/2020,-15
43914Nebraska,43914NE,3/24/2020,Nebraska,NE,52,975,1027,0,2,619,621,0,-32,-8,69,-14,-33,15,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-18,-18,-8, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/7/2020,-14
43915Nebraska,43915NE,3/25/2020,Nebraska,NE,61,1304,1365,0,9,329,338,0,-30,-5,77,-13,-34,14,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-17,-17,-7, 0.04 , 0.96 , -   ,Include,Less than 10 deaths,4/7/2020,-13
43916Nebraska,43916NE,3/26/2020,Nebraska,NE,73,1584,1657,0,12,280,292,0,-34,-10,37,-15,-35,16,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-16,-16,-6, 0.04 , 0.96 , -   ,Include,Less than 10 deaths,4/7/2020,-12
43917Nebraska,43917NE,3/27/2020,Nebraska,NE,85,1761,1846,0,12,177,189,0,-34,-6,17,-19,-34,17,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-15,-15,-5, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/7/2020,-11
43918Nebraska,43918NE,3/28/2020,Nebraska,NE,96,1904,2000,2,11,143,154,2,-44,-13,-18,-24,-21,13,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-14,-14,-4, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-10
43919Nebraska,43919NE,3/29/2020,Nebraska,NE,108,1968,2076,2,12,64,76,0,-34,-9,109,-18,-24,8,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-13,-13,-3, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-9
43920Nebraska,43920NE,3/30/2020,Nebraska,NE,145,2584,2729,2,37,616,653,0,-30,-8,83,-18,-35,14,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-12,-12,-2, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-8
43921Nebraska,43921NE,3/31/2020,Nebraska,NE,172,2931,3103,3,27,347,374,1,-29,-7,99,-13,-37,15,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-11,-11,-1, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-7
43922Nebraska,43922NE,4/1/2020,Nebraska,NE,210,3475,3685,4,38,544,582,1,-27,2,98,-13,-38,15,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-10,-10,0, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-6
43923Nebraska,43923NE,4/2/2020,Nebraska,NE,246,3978,4224,5,36,503,539,1,-40,-9,-2,-22,-39,19,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-9,-9,1, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-5
43924Nebraska,43924NE,4/3/2020,Nebraska,NE,279,4487,4766,6,33,509,542,1,-40,-7,-23,-26,-39,20,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-8,-8,2, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-4
43925Nebraska,43925NE,4/4/2020,Nebraska,NE,321,5058,5379,6,42,571,613,0,-43,-5,13,-22,-24,13,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-7,-7,3, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-3
43926Nebraska,43926NE,4/5/2020,Nebraska,NE,363,5558,5921,8,42,500,542,2,-40,-8,56,-25,-27,9,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-6,-6,4, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-2
43927Nebraska,43927NE,4/6/2020,Nebraska,NE,409,6378,6787,8,46,820,866,0,-33,-6,75,-21,-38,15,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-5,-5,5, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/7/2020,-1
43928Nebraska,43928NE,4/7/2020,Nebraska,NE,447,6811,7258,10,38,433,471,2,-31,-5,128,-15,-41,16,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-4,-4,6, 0.06 , 0.94 , 0.00 ,Include,10 or more deaths,4/7/2020,0
43929Nebraska,43929NE,4/8/2020,Nebraska,NE,519,7442,7961,12,72,631,703,2,-33,-3,55,-20,-41,16,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-3,-3,7, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/7/2020,1
43930Nebraska,43930NE,4/9/2020,Nebraska,NE,567,8116,8683,14,48,674,722,2,-36,-7,16,-22,-41,18,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-2,-2,8, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/7/2020,2
43931Nebraska,43931NE,4/10/2020,Nebraska,NE,635,8719,9354,15,68,603,671,1,-34,1,33,-21,-45,19,1952570,25.4161,3,2.9,4.2,1.2,1.3,36.4,4/11/2020,4/11/2020,4/1/2020,-1,-1,9, 0.07 , 0.93 , 0.00 ,Include,10 or more deaths,4/7/2020,3
43891New Hampshire,43891NH,3/1/2020,New Hampshire,NH,0,0,0,0,0,0,0,0,10,3,-10,23,3,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-26,-23,-14, -   , -   , -   ,Include,Less than 10 deaths,4/8/2020,-38
43892New Hampshire,43892NH,3/2/2020,New Hampshire,NH,0,0,0,0,0,0,0,0,6,3,11,9,3,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-25,-22,-13, -   , -   , -   ,Include,Less than 10 deaths,4/8/2020,-37
43893New Hampshire,43893NH,3/3/2020,New Hampshire,NH,0,0,0,0,0,0,0,0,8,6,43,16,2,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-24,-21,-12, -   , -   , -   ,Include,Less than 10 deaths,4/8/2020,-36
43894New Hampshire,43894NH,3/4/2020,New Hampshire,NH,2,10,12,0,2,10,12,0,5,2,-4,7,2,0,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-23,-20,-11, 0.17 , 0.83 , -   ,Include,Less than 10 deaths,4/8/2020,-35
43895New Hampshire,43895NH,3/5/2020,New Hampshire,NH,2,16,18,0,0,6,6,0,6,7,25,8,4,0,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-22,-19,-10, 0.11 , 0.89 , -   ,Include,Less than 10 deaths,4/8/2020,-34
43896New Hampshire,43896NH,3/6/2020,New Hampshire,NH,2,20,22,0,0,4,4,0,1,-1,3,3,3,1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-21,-18,-9, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,4/8/2020,-33
43897New Hampshire,43897NH,3/7/2020,New Hampshire,NH,2,20,22,0,0,0,0,0,7,2,15,9,4,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-20,-17,-8, 0.09 , 0.91 , -   ,Include,Less than 10 deaths,4/8/2020,-32
43898New Hampshire,43898NH,3/8/2020,New Hampshire,NH,4,38,42,0,2,18,20,0,9,3,45,20,3,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-19,-16,-7, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/8/2020,-31
43899New Hampshire,43899NH,3/9/2020,New Hampshire,NH,4,38,42,0,0,0,0,0,9,6,97,7,2,-1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-18,-15,-6, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/8/2020,-30
43900New Hampshire,43900NH,3/10/2020,New Hampshire,NH,4,38,42,0,0,0,0,0,8,6,31,5,-1,1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-17,-14,-5, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/8/2020,-29
43901New Hampshire,43901NH,3/11/2020,New Hampshire,NH,4,38,42,0,0,0,0,0,7,9,13,4,0,1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-16,-13,-4, 0.10 , 0.90 , -   ,Include,Less than 10 deaths,4/8/2020,-28
43902New Hampshire,43902NH,3/12/2020,New Hampshire,NH,6,94,100,0,2,56,58,0,7,30,12,2,1,1,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-15,-12,-3, 0.06 , 0.94 , -   ,Include,Less than 10 deaths,4/8/2020,-27
43903New Hampshire,43903NH,3/13/2020,New Hampshire,NH,6,94,100,0,0,0,0,0,-1,31,-23,-13,-3,4,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-14,-11,-2, 0.06 , 0.94 , -   ,Include,Less than 10 deaths,4/8/2020,-26
43904New Hampshire,43904NH,3/14/2020,New Hampshire,NH,7,212,219,0,1,118,119,0,-5,20,23,-4,0,2,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-13,-10,-1, 0.03 , 0.97 , -   ,Include,Less than 10 deaths,4/8/2020,-25
43905New Hampshire,43905NH,3/15/2020,New Hampshire,NH,13,271,284,0,6,59,65,0,-6,10,24,-7,-3,3,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-12,-9,0, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-24
43906New Hampshire,43906NH,3/16/2020,New Hampshire,NH,13,271,284,0,0,0,0,0,-1,28,22,-11,-16,7,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-11,-8,1, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-23
43907New Hampshire,43907NH,3/17/2020,New Hampshire,NH,17,355,372,0,4,84,88,0,-22,17,-12,-14,-25,12,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-10,-7,2, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-22
43908New Hampshire,43908NH,3/18/2020,New Hampshire,NH,26,513,539,0,9,158,167,0,-23,15,61,-17,-29,13,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-9,-6,3, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-21
43909New Hampshire,43909NH,3/19/2020,New Hampshire,NH,39,621,660,0,13,108,121,0,-33,6,-24,-30,-32,17,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-8,-5,4, 0.06 , 0.94 , -   ,Include,Less than 10 deaths,4/8/2020,-20
43910New Hampshire,43910NH,3/20/2020,New Hampshire,NH,44,745,789,0,5,124,129,0,-33,13,11,-37,-34,18,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-7,-4,5, 0.06 , 0.94 , -   ,Include,Less than 10 deaths,4/8/2020,-19
43911New Hampshire,43911NH,3/21/2020,New Hampshire,NH,55,973,1028,0,11,228,239,0,-39,-2,37,-31,-24,11,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-6,-3,6, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-18
43912New Hampshire,43912NH,3/22/2020,New Hampshire,NH,65,1188,1253,0,10,215,225,0,-41,-15,32,-38,-28,9,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-5,-2,7, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-17
43913New Hampshire,43913NH,3/23/2020,New Hampshire,NH,78,1374,1452,0,13,186,199,0,-38,-10,-18,-38,-39,17,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-4,-1,8, 0.05 , 0.95 , -   ,Include,Less than 10 deaths,4/8/2020,-16
43914New Hampshire,43914NH,3/24/2020,New Hampshire,NH,101,1447,1548,1,23,73,96,1,-42,-16,-7,-36,-45,21,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-3,0,9, 0.07 , 0.93 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-15
43915New Hampshire,43915NH,3/25/2020,New Hampshire,NH,108,2356,2464,1,7,909,916,0,-38,-9,-5,-36,-43,20,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-2,1,10, 0.04 , 0.96 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-14
43916New Hampshire,43916NH,3/26/2020,New Hampshire,NH,137,3001,3138,1,29,645,674,0,-34,-2,60,-36,-43,19,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,-1,2,11, 0.04 , 0.96 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-13
43917New Hampshire,43917NH,3/27/2020,New Hampshire,NH,158,3395,3553,1,21,394,415,0,-37,-6,44,-47,-42,20,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,0,3,12, 0.04 , 0.96 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-12
43918New Hampshire,43918NH,3/28/2020,New Hampshire,NH,187,3656,3843,2,29,261,290,1,-51,-22,25,-49,-34,13,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,1,4,13, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-11
43919New Hampshire,43919NH,3/29/2020,New Hampshire,NH,214,4524,4738,2,27,868,895,0,-58,-35,-63,-63,-38,13,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,2,5,14, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-10
43920New Hampshire,43920NH,3/30/2020,New Hampshire,NH,314,5386,5700,3,100,862,962,1,-43,-21,-26,-50,-46,20,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,3,6,15, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-9
43921New Hampshire,43921NH,3/31/2020,New Hampshire,NH,314,5413,5727,3,0,27,27,0,-39,-13,30,-41,-47,20,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,4,7,16, 0.05 , 0.95 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-8
43922New Hampshire,43922NH,4/1/2020,New Hampshire,NH,415,5985,6400,4,101,572,673,1,-39,-12,9,-41,-48,21,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,5,8,17, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-7
43923New Hampshire,43923NH,4/2/2020,New Hampshire,NH,415,6078,6493,4,0,93,93,0,-44,-16,-28,-50,-48,23,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,6,9,18, 0.06 , 0.94 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-6
43924New Hampshire,43924NH,4/3/2020,New Hampshire,NH,479,6575,7054,5,64,497,561,1,-47,-16,-39,-58,-48,25,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,7,10,19, 0.07 , 0.93 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-5
43925New Hampshire,43925NH,4/4/2020,New Hampshire,NH,540,6965,7505,7,61,390,451,2,-48,-21,18,-49,-36,14,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,8,11,20, 0.07 , 0.93 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-4
43926New Hampshire,43926NH,4/5/2020,New Hampshire,NH,621,7411,8032,9,81,446,527,2,-48,-26,15,-57,-37,11,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,9,12,21, 0.08 , 0.92 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-3
43927New Hampshire,43927NH,4/6/2020,New Hampshire,NH,669,7701,8370,9,48,290,338,0,-36,-16,74,-46,-48,19,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,10,13,22, 0.08 , 0.92 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-2
43928New Hampshire,43928NH,4/7/2020,New Hampshire,NH,715,8019,8734,9,46,318,364,0,-38,-14,63,-42,-49,20,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,11,14,23, 0.08 , 0.92 , 0.00 ,Include,Less than 10 deaths,4/8/2020,-1
43929New Hampshire,43929NH,4/8/2020,New Hampshire,NH,788,8389,9177,18,73,370,443,9,-40,-16,17,-46,-50,22,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,12,15,24, 0.09 , 0.91 , 0.00 ,Include,10 or more deaths,4/8/2020,0
43930New Hampshire,43930NH,4/9/2020,New Hampshire,NH,788,8763,9551,18,0,374,374,0,-47,-21,-31,-53,-50,24,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,13,16,25, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,4/8/2020,1
43931New Hampshire,43931NH,4/10/2020,New Hampshire,NH,819,9139,9958,21,31,376,407,3,-43,-12,-20,-58,-51,25,1371246,153.1605,2.5,2.6,2.6,0.1,0,42.7,3/27/2020,3/24/2020,3/15/2020,14,17,26, 0.08 , 0.92 , 0.00 ,Include,10 or more deaths,4/8/2020,2
43891New Jersey,43891NJ,3/1/2020,New Jersey,NJ,0,0,0,0,0,0,0,0,8,4,28,3,2,-1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-20,-20,-15, -   , -   , -   ,Include,Less than 10 deaths,3/20/2020,-19
43892New Jersey,43892NJ,3/2/2020,New Jersey,NJ,0,0,0,0,0,0,0,0,6,5,53,1,3,-1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-19,-19,-14, -   , -   , -   ,Include,Less than 10 deaths,3/20/2020,-18
43893New Jersey,43893NJ,3/3/2020,New Jersey,NJ,0,0,0,0,0,0,0,0,4,6,10,2,3,0,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-18,-18,-13, -   , -   , -   ,Include,Less than 10 deaths,3/20/2020,-17
43894New Jersey,43894NJ,3/4/2020,New Jersey,NJ,0,0,0,0,0,0,0,0,8,7,36,2,2,-1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-17,-17,-12, -   , -   , -   ,Include,Less than 10 deaths,3/20/2020,-16
43895New Jersey,43895NJ,3/5/2020,New Jersey,NJ,1,0,1,0,1,0,1,0,7,9,39,3,2,-1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-16,-16,-11, 1.00 , -   , -   ,Include,Less than 10 deaths,3/20/2020,-15
43896New Jersey,43896NJ,3/6/2020,New Jersey,NJ,1,0,1,0,0,0,0,0,-2,0,-6,-3,2,2,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-15,-15,-10, 1.00 , -   , -   ,Include,Less than 10 deaths,3/20/2020,-14
43897New Jersey,43897NJ,3/7/2020,New Jersey,NJ,4,0,4,0,3,0,3,0,9,9,45,2,6,-1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-14,-14,-9, 1.00 , -   , -   ,Include,Less than 10 deaths,3/20/2020,-13
43898New Jersey,43898NJ,3/8/2020,New Jersey,NJ,6,31,37,0,2,31,33,0,8,6,116,2,2,0,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-13,-13,-8, 0.16 , 0.84 , -   ,Include,Less than 10 deaths,3/20/2020,-12
43899New Jersey,43899NJ,3/9/2020,New Jersey,NJ,11,35,46,0,5,4,9,0,8,8,121,-4,1,0,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-12,-12,-7, 0.24 , 0.76 , -   ,Include,Less than 10 deaths,3/20/2020,-11
43900New Jersey,43900NJ,3/10/2020,New Jersey,NJ,15,44,59,0,4,9,13,0,5,10,34,-7,-2,1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-11,-11,-6, 0.25 , 0.75 , -   ,Include,Less than 10 deaths,3/20/2020,-10
43901New Jersey,43901NJ,3/11/2020,New Jersey,NJ,24,57,81,1,9,13,22,1,6,12,48,-8,-3,1,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-10,-10,-5, 0.30 , 0.70 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-9
43902New Jersey,43902NJ,3/12/2020,New Jersey,NJ,30,74,104,1,6,17,23,0,5,25,19,-14,-5,3,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-9,-9,-4, 0.29 , 0.71 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-8
43903New Jersey,43903NJ,3/13/2020,New Jersey,NJ,50,97,147,1,20,23,43,0,-1,27,39,-20,-9,6,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-8,-8,-3, 0.34 , 0.66 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-7
43904New Jersey,43904NJ,3/14/2020,New Jersey,NJ,50,97,147,1,0,0,0,0,-7,16,87,-16,-2,4,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-7,-7,-2, 0.34 , 0.66 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-6
43905New Jersey,43905NJ,3/15/2020,New Jersey,NJ,98,120,218,2,48,23,71,1,-14,6,79,-24,-8,5,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-6,-6,-1, 0.45 , 0.55 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-5
43906New Jersey,43906NJ,3/16/2020,New Jersey,NJ,178,120,298,2,80,0,80,0,-10,18,9,-35,-25,11,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-5,-5,0, 0.60 , 0.40 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-4
43907New Jersey,43907NJ,3/17/2020,New Jersey,NJ,267,163,430,3,89,43,132,1,-27,4,9,-41,-35,16,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-4,-4,1, 0.62 , 0.38 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-3
43908New Jersey,43908NJ,3/18/2020,New Jersey,NJ,427,190,617,5,160,27,187,2,-30,1,46,-43,-39,17,8936574,1215.1991,3.6,3.8,3.8,0.2,0,39.8,3/21/2020,3/21/2020,3/16/2020,-3,-3,2, 0.69 , 0.31 , 0.01 ,Include,Less than 10 deaths,3/20/2020,-2
